,review,sentiment
768,"[   10  1804    69     4    51     9    13     3 14999  8371    35    13
   164     5    28     3  5149     1     9   111   159   197     9    58
    28     3  5149    40    57  6879    36   323   379    85     9    13
   220  1140     9    58    28 14999     5  2081   162    11    58   122
   574     1    11    13   162     9  2010    11  6457    13     3   719
  1849     1     9   234   148    34 13331     2    11    42  1639    11
     0   276  1963   214  1963 14999    11  5533   369   179     6    55
    52   147    73 14999     1    44     7    68   297    93   135   117
     9   545   100   107   155     4   108     3 13967  1384   173  8371
     1   413     9    64    13  1963     1     9 14999    11   633 14999
  9179    15    31    59   522    44  5533    68     5   344    62  3577
    32    58  1714    11    62   547  1161    38  1780 11066  6064     2
   107    79  8019    25  2759  1867     5    86     1    32   231    28
   737     5   830    11    55   112     6     0   670 13619  1063     1]",0
769,"[    0   129     4   531     2   416     0  1461  2869  1426  7859    30
     0   310     0 13422    45   411    26  1813    26  1196     5   369
  1522   539   144     3  5125     4     0   776   426     1     0  1279
     4   945 10037     0  5360     9   140  1619    33   108     3  5810
  6191   519  3317     2   659   205    19     1     0   102    25  1050
  1078     2  7272     0   491   113     2   445    25  2378    30   118
     1    16     0    89    60     8   181     3   134     9    13 13229
    16     0    19     5   129    37     9    94    77    22    15    59
   120     1     0 14999 14999     4     0  1747     0  6555  7403 14999
    30     0  2516    30     0  1159     7    31    42  3024    69    14
   108    37   589     2  1111  1011     0   167     4     3  1692    35
   276    96    48  1522  1274    22   273     1    47   543     1     0
   472     4 12922 12268   491     2   216  1366  4507    25   202   514
    86     9   140  1619     1   278    12   414    24   639    26  2857
   173    30     0  5935    19  1293    61     6   112     9   211     0
    19 13422    13    39     5  4928     7     1   322  1772     8 14999
    24  2713   179     0   993     9   414    55   845     9   119    20
   175   164     5   356     0   354   109   588     9   140  1619    24
   403    21    28    52   352     1]",0
770,"[ 1373  6932  2711   377    30     3   223   112     0   208    13    64
  1825     5  1579    92 14999  1373  6932  5214 11999   117    23   423
    56     5  1372     2   314     0   208    64    56     8     0   938
    22    47 14999     2 14999    94    82    15     0   208    11    58
    28   262     2   216  2711  1638     0 14999    61    13    53   581
    85     7    96     3   217   163   176    16  1373  6932  5214 11999
   442     1   158   827  1638    61   442   182    74 10393    16     2
    11    13   108   470     5    77   126     0 14999    61     6   329
    85   148    20    50   159  6907   508     2    82    31  2624     4
   163   178     0  1976    25    49 14999    81  3989    22    34  1732
    11   648    15  5214 11999     2    11    13     0  1865     4     0
   656  5436     1     0    89   109  1440    16     0  4927  1611     2
 14999    68    80    85     0  1976    68   329     2   202     2    48
  1652   888     8    48     1  5214 11999     2    68 13163    85     4
     3  3211     4   888    11    68  1228     2    64  3871     0  7839
    98    62  4287     1     8    10   321    32 13163   146   888    39
   209    21    14   107    78  1515     0  1759     8   187    39    25
   220   594     8    48  1976     2     0  2889     2     0  8544  6825
    25  9048   188     3   116    18    23     3   169    10   452   123
    27    29  3817     0 14999     6     3   116   347     4   261    10
     6 14999    89    60   390    10    15  1373  6932  5214 11999    37
    11     6  4230     1   189    15    11   108   299    20    84   392
  1389    10   452   717     3   258   430     3    80  1583    11    13
    53  2286     1]",1
771,"[  203   860    10    19    45     5    28    29     4     0   818     8
  1286   468     1     9    27     7   298    98   107   212     5   385
     2   248    60     7     6    38     9   234   309     0    19    16
     0    89    60   112   123    29   857 14999 14999    12  1340   236
     6  3729    29     4     0  1960     4    41   596  1557  3112    33
 14999 14999 14999 14999     2 14999 14999 14999     1   248  2390     2
  9192     4    41   236   161   101    79  2637  1922  5342    83  5064
     1    41 14999  3046     4 14999  5617    15    41  1568  1555  8443
     2  4210  2633     4 14999     6    38   160   122   110    22     0
  2637   273 14999     6   367     0    90 14999  3046     4     0   404
  2993     0  1302 10579   630     2 14999  4442   130    25    37  5505
    15  3618     2  1192    11     0   494     6   314  9726 14999   218
     6 14999    26  1821     4     0   218     4     0 14999 14999     6
  1090     2     0    95     8    61    24 14999     0  1361    15   457
  3045 14801     2  4330   730 13616     6   825  1850    59    63  1937
     5   245    35   602  4043     0  5587     4   905   438   142   106
    10  1587 14999    22   120     2   544     1]",1
772,"[    9    89   211  1950   609     8     0 14999  6447    51     7   377
    46   145     8     1     9    13    63    30     0    60    18    57
    93     9   419     7     1     7    67    48   429     4  4634    70
   138    67     7    22   391    16     3   621     4   155   148     2
    55   500    87   107   212    20   106     7     7   111   219   335
     1    10     6    85     4     0    29  1534    61   161     7   262
    36    31     4     0    79   205  9478    96    30     0    60    71
     0   102    27    55   859   340    61    32   545     1    32    25
 14999     2    11    12    64  2286     2  4915     5   106    81   248
  2036   104    22     0  2242   926     5    28    42  1507    56    15
   248    79    18    32   175    64    31    49   345     1    14    72
    31     4     0   102    27    62   195  6370    57     0    75   433
     1  6454     0 14999     6  1320     8    26   606 14999     2  2507
   429     4    95     1 14999     6  4242     8    26  3929 14999   104
     2    37    22     2    37  2406   158    80   223    43     0    17
     6     0   944     4     0   847     1    31     0 10736     2   102
    68 14999  1847    33  6357   708     0    19    34  1725  1328   158
  1219    11  1423     5     0   232     4     0    17     6    11  5706
   781    53   116     1    39    25  1011   101   616   102    18    20
    88    21    64   924    11   350   100    20   106     7     3   170
   212     2    57    93     7    45   116   891    22     0    95    20
   664     0    19     1   672     5    10    39    12    81    55   722
     4     3  2552   233    61    58    64    28  1111     8     3   913
    38     0  1950   609    31     8    31  1950   609     6     3    80
    17     2     6  3076    22    87    74   756    13   274    83   205
  9478   162  9886     2     0 14999   377    46     1]",1
773,"[    9   211    10    17  1513     1     9    50    21   257 14999    96
   141     3  1016    17     1     9   140    81     3    17  1737   156
     2     9   119    47     9  1076     1    10     6    23  7943  1489
    18     9    66     0   683    25  1353     8     0   168   795    15
     0  3216    36  5760     1    55    65    55   113   160     1    55
  1159    55   733   160  3282   160  1652     1    42  1888  1152    47
    90     4 14999    88    21   119    10    17     6    16     0   686
   760    23    16   179     1    32    64   257    11     6     0   607
     8  7943     1    81    16  1866     1 14999   142   567   255    99
     1     9    88    21    64   119    44    70    50   628    10     3
    17   266     3   184     2    70   573   135    70   138   192   141
    34  1462     8  2158     1    10    13     3   607    18   209    21
  1489     1     3    49   418     4  1771    36     0 14999 12905   299
    20    27    55   310    47     3   202    95  7459    78  2324    36
 14999     1]",0
774,"[    3    53   718    19    11   888   102    35    82    75   178     2
    35   278  1305    38  2608     2     3  1959    16  3850  8176   132
     1     0   177     6    53    49    39    12   945     4   196     2
  1788   219     0   240     2    26  1119    15     3   952     8     0
   129     1     9   138   110    10    19   427   212     2   214   106
    51     7    12    22 12401    40  1890     1   537  1125     1]",1
775,"[ 8675     6     3    80    17     1     7    12    43     3   186   242
  1350  8675  3884 14999  8993    35   463     3 14999    85     4    41
  3059    15    41  3776     1    54  4612    15   109  1615  5424  2643
  6094  4663 14999     2     0  2448   857     1     0   224     6    49
     1    53 11488     2   807    15     0  1252     4     0    19     1
     0    63   431     9    67    15    10    17     6    11     7  9538
    22     0   262   178    11    32    82   294     4     0   104     4
  8675    57    15    11 14999  8993   395     3  7555   236     1    54
   268     0   204  1101     4  2608     2  8415     8    10   236     1
  2643  6094  1067    56    26 12960   236     8  3863   488    15   158
 14999   236     1  4663 14999    64   151    21    82   235   530  1076
  1897   171   276     8     3   134     2  5875    30 14999     1 14999
 14999   395     3    49   726   236     1 12610 14999    13   788   259
    54   117   816    69    22    29   859   130     1  2604  7676    45
    80  1167    15 14999  8993     8    41   137    15    41     0   118
   149    43     0    17   154     6     0   445     1  1373  1049    12
  6438   425    64   948     0    17     5   120     1     0   630     6
    48     4     0   118     9   138   122   110     1     7   301     3
  1918    17     2  1336    22  5306     1    31     0  5102    25 14999
     0  7228    25 14884     2     7    45     3   429     4  1393  9506
     5     7     1     0   196   137    25  9922   430    44    20   419
  3863   488   127    22  1013    20   228    38  8675     1]",1
776,"[   10     6     3 14999 12078  5019   633    31   334 13335 14999     4
    31     0   401  8651   417    11  2441  5649    94  4067     1     2
    38    90    79  1635   110   105   159    96   292     0   538    12
    34  3162  1376     5    66     2   828     0  1742 11018  9154 14999
     2 14999   274     5   611     2   943     1     0   121     4   268
     6   182  6489     1  8899   482   100 14999   100  5787   943   100
 14999   100  3033   100 14999   100 14999 12657   100 14999  9517  9517
    35  4244    34 10754   621     1     2    22     2    22     7 14999
 12412     2 14999   239     8  2810 14999   483 14999   471     1     7
     6   230    98   202    18   743     7    12 11779 11275    25     0
  1121 13505     8     0  9617   621  1002    22     3  2476     4    61
     0 14999 14999    58    28  2353 13960 14999 14999    33     3  1660
  2938    15    48  2933   872  9684 14999     3  1776 14999  1791  3340
     2     0 14414  1660  1928     8   109  1395  1395    61     6    31
   289     5     0   611   803  2028     1     1    37  5475    25     0
 14999  6340   362     2 14999  1866     5 14999   179    11    32   220
  2151   499  3120     8    62   195  1383    15 12567     2   756     1
  3287   100  3287     4  3258   102  7204   490     2    48    57  5929
    36     0  1793     1     9   513    20    23    39    25    57   517
 13525     5     0  3404 14999 14999    15  8200 14999     2 10903    56
    15  4439 14410  2020     5   804    16   472     9   800   292   365
  1846    10 14999     4 14999 14999 14999     2 14999  1808     5     0
 14999  6914     1     4   261     9   450     7     2    67     5   106
    10  1395  1928   132     2   132     2    93  7889   345     2   233
     5     0   273    16  2142    22   129    42     5 14999     2 14999
    91   248 12060     2     5  1938    43    22     0 10667     8 14999
     8  2787    30   248     2   171 14999     4    62 14784  3590     1
     2    37   142    20     2 14999    11    39    13    34   972    51
    10    13  1002   318     5  2724     2  3972     1     7     6    31
    37  5146     1]",1
777,"[   20   138  3225   546     7     5  1990  2595   822    26    79  4631
   200    28    24   123    27    49  1292     8   337     1    44    20
  1200     3  2595    17  3721    25    39    84    28    29    40    52
    53   311   337     8     7     1     2   605    32    82    23  5730
    14  2693   846  2037    32    77   557     8     0   196     2   527
  1246  1792   487    15  9112   492     1  2659     4  5287  1509     0
  3939     4 14999 14999    35    45     3    53  1209   394    15 11803
  4128     5  1110  7179  6172    12     2  7612  1190     2   639    60
     5    77    91   557     8   193     3 14999     2     3   116  2244
 14999     1     2    44     7   183    38     9   140  3035     3   116
    98    74    60   678    43    91     7    12    85     0   366     4
     0    17   259  4695     6    37 10888    11     7    12   260     5
   166    74   317     5   680    43     1  3742     0  4452  1219     6
   237  2595   306    35   281    14    44    24    50    21    57    28
  2475     5   342     5  3692     5   451     1    10   108     3 14999
 13532    39     6    53   116   970     8     7     2    24   151    21
  1092    83    26   210     3 12377  3566  1724     0   118     8     0
   176     4   261    53    72    61   200  1213    26   220  2392 13533
     1     1]",0
778,"[  134     0   277    65     6   428     5   191   264     8 14503    10
    17    13   319     8 11263  7943     8   472    22     3    53  2546
   393     1   189  1810    62  3990   200    28     0   153     2     0
   843   300    91    15  1850  2781     2  6035    37    11     8     0
   129     9   250     0   896   193  1312     2 11789     1 14999 14999
  1544     3  9500   236    14     0    75   213     1     0   224     2
   445  1577    48  5106     1   734    20    84    38     0    17    40
    23   189    84   237  8589    22   125   191    22  8919 14999     8
     0   410   210     1    79  1982    27  3495    46 14999    12 14999
    14  8423 14999     1    32   200    27     3   223    18     9   250
    41  3046  2237     2    53  3842     1  8423   963     5  3122   376
  3947   144 11030 12921   615     2  2992     1 14999   709     5    28
   390     0   168   128     1]",1
779,"[  600  1033   175 14999  3508  5041   123    29    66    37   107   476
   878   104   153   220  1050  1392     5    28  7060     8    29    19
     1    57   154     3   170    63   926    16  3508   248    29     6
     3  1528     1     0   688    82    10  1469     4   201     2  3494
  6023   124    73   245  7489    37     7     6    55   816    11    90
     4     0   153    25  8597     0   218     6    80    55   783    74
    67     5    28  2397   123  2827 12915    64   300     0  8856    37
    72     1   266    71    35   665     1    18 14999  2641    13 14999
   788    71    41  2411  8238   471   133   495    59 13079    38   170
    79  3838  5874    14    34  3763  5000   528    23   181    14   174
     2   416    23     8    11   815     4   261     7    13     3 14999
    19    14    72   360     3    80    19    16   245   613  1515    44
    32   175   490     7     8    62  5659    40 14999   822     7   200
    28     1     2     4   261     3    80  6279     4     0   120     4
     0   899     9  1089     3   116     4     0   623    18     3 14999
   360     2     7   416   161    70   180     5    66     0   217   149
     1]",1
780,"[    9   421  5868     0   291   440    33  1475 10032    37     9    13
    53  2268    51     9   532    11     3    17   437    22     0   291
    13     8     0   255    18     9    13  4595   650    15     0    17
    51     9   117    66     7    85     7   152    21  2015    47     9
   450    43     0   291    71     0   421  3601   157 12357     2     0
   216    95     8    61    54  2843     0   176    36     0   359     4
     0    17     9  5560    11   178  1155    21     0   168    14     9
    67  4292     8     0   291     1    37     9    42   400   331    16
     0  1174     1     7   285    21    31    11    75     9   465     1
   667 14999    13   453   262     5    47     9    67  4292    41     5
    28     1     9   152    21   103    54    58    28    29     5  3403
     2  2652    71  1753 14999    35   286    41     6   575    22     7
    12   195     9   197     0    17     2     7    12   153  1392     8
     7   117     3    49   296    18  2926     9   140   141     3   324
     4     0   291    29     4    59    31    60  1612  1162    11     9
   403    21   333    18   232   650  1371     1]",0
781,"[   10    13   363     3    80    17     1     9   450  1743  3446     2
     0   434  2794   723     1  3345 14999     6    81     3    53  1416
   282    11     6    53   718     5   106     1     0  1167     0   723
    67   276    32   192   178   290    13  2059     7    42   263     5
   121    47    20    47    50  5441    51  2505 14242    14    29    15
    29  3016     1    10   723   377   145    36     0  9689   253  2502
  2204  2519     5  2041    42    43   271     1     9   114    99    38
    10    14    32    64    25    53  6455    22   408     4    11  1743
  3446    12   104   368     3   264     8     0   652 14999     1    20
    50    21    82   235    18  3815    16    10   213     1     7    42
   183    38    51   279     6   428     5    82   139    32    25   164
     5    82    11     1   178    42   574     5   755    83   264     2
   161   271  7491   437    22     3   297    65    10    19    84    64
    97    20   103    43     0   187    11   160     6  1139     1]",1
782,"[  658   584  1630    87  1224  4303    10    17     6     1     7     6
     3   208     4  1413  1984  2981    43   271    36     3   364  1689
  2571     5     3   213   368     7    22    15    34   174   336   803
    64  1175     1     0    63  2491  1098   149    43     0  2711   201
    17     6   150  4935 14999     0   118   282     8    10    17     1
    81     7     6  1553 13041 14999   239     0    63    78    11   231
  7732     7     1]",0
783,"[13057     6     3  4441  4903    65    43  6614  7907   289     8   765
     8     0    23    98  3833   679     1   134 13816    23  1232    10
    19   123  1430   107   262  8195    43   875  5393 14999     2  4513
  3357     1     5     3   725  2822    10    19    81  1022     5  4234
   706  4513  3595     2  5063    14   108  7225     5     0  7754    62
  4183  7212   191    22    62  9041     0    19   497   126    15     3
   632  1550 13175   127  2527  4032  3794 11645    35  7967     5     0
 14999   510     5   167    14    34  5103 12482     1   100    34  2523
 14999    15 14999    12  2488  2329  4032     6    93   353     3   163
  1924   662 14999     2  1394     5     3   909 10655    15     0  2755
     4  4389     0  6473   353    33   923 14999  3823     0  4571 14999
     4   248     4    62  5445  5063     1   690  3088 13452    26    89
  6807  4032 14999     6  1394    22  1026  8083     5  7210     0   168
   556     4  1501  2468  7727     1   189    22    29     4    26   909
  8554    24  7589  1147    83     3   242   738  4742  3215  7676   890
    24    67  1755    22    26   876  6807     2    36    39   178   143
   542 14999     1     0  9106     4     3  8217  3357  1129 14999    12
  7907  2165   857     5  5929     2  4032     6   836     5   143   840
  1009    30    29     4 14999    12   277 14347  1288  1477     3  1598
  1356   557     8    34  1546  8894   198     0   109  5063  1033   129
   128    47     9   419    90    43    10    19    13     0  8499   349
     4  1512     2  3425     8     3   169     4     0   137     1  4180
  1512    13   320     8  1374  5884  4717  2925   134     3   169     4
  3425     2   457 14999    68   320    16  2925  1129  8416     2 14999
     1     9    13    81    53  1458    15  3794 11645     1    23    98
   398    27     9   110    86     8     0   446   210     2     0   187
    11    24   286     3 14999   994   127   764    46     4 12045    13
   516     1  1247     9   103    24    12    29     4     0   107   474
   320   153     8     0  1435    35  1483    21    76   353    52  4174
   553     1  2604  7676    13    81  1090     8    41   172     2   507
     0    17    92   147 14999  1252     1  6475     0   366     4     0
   726   177   117     3   920   296   189    59    63  3869    13    11
    48   102    94    27    76  4202    52     5    97     0   113     2
  8235     3   116    52  2592     1    16   481     9    58    27   450
     5    66    47    58    27   543    44   662 14999    67  1443     3
    52  4705   601    15    26   328   313   430    10     6     3  4441
  1443 14999    65    11   904    20  2977     5     0    53   129    43
   875     2  1684 14999     2   734   245     8     0   434    19    50
    28  8679     1    15     3  1265     2  2910   745     2    80   372
   167    10    19  1544     3   642   165    30    87  9932   231  9147
     8     0   775   679     1     9   140   737    11     9    67   111
   298    10  1652  1528   162     1    10     6     3   516 14999  2592
  2669   687     2  1532     9   140   708     7     3    46     4     1]",1
784,"[ 1623  1992   286  8697 14999     3   127    35 14999    26    60     5
  1360   411   407     1    51     0   311 14999 14999  4085  1763  3826
    26   120    54   689    86    24     6     0  2364    29     2    24
   207   166     0  2004   509     1 14999     2  2499  2884    33  3875
     2  3864 14999   219   557   203 12467    24    12    43     5 10303
    22     3 11891  1267    29    11  2033  8363     2   246     4    31
     0  2545 14999 14999     6     0  2004   509     3  2108     4    92
    60    33    11     9   383    13  1623  1992     2     0  2004   509
    12  4567 10175     5     0   538    12  1205     1    16     9    50
   385  7109    87    74    10    19  2358  4229   145     8    11  2018
     7    12   917  1065    13   255     7     0   768  1117 14999     4
    18   229     0    12  7104    36  1645     7    45   415     0     8
   149     5  6208  1623  1992  1290     0   201 12229    11    32   159
   276    67     1     0  2004   509     6    23    56    15     0    52
  3004    12  1992  1290    38 10453  1227     2  4277  2990   868    18
   690 14999     0    19  1018     9  1247   166    11     7  1362  1992
    30    26 14999 14999     2  1320   118   602 14999     8    22     3
  1016   196  2128    11    13 14999     2 14999    33  8658     4     0
   411  7279     8     0  2004   509  1757    31     0  2518   489  8086
     1   182   240  3649 14999    15     3 14999     8    26 14999  7387
   976  1134   943    37   641     9    94  2548    86   528   387  3845
     2     3   997   513    15  7027  1655     0    19    63  1702    20
     5    77   557     8     0   243    23     5 14999     2  9790    92
   270    14     3 14999  1016   426     1   413     0  1482  2545   281
 13737   148     2   413     0   489    67   230   124  1290     8     0
    12    12     2   654    18    64    44    20  1010    15     0 13622
   675     4   128    22    10  2080    93    20   200    42    28   635
    10   489     3   116    98   597   602     1     1]",1
785,"[    9    82    23   503    10    19     5    28    72  2683    33   760
    46     4  7943     1    10   689   139   416    43     0  1042    40
   266    43     0   587     4 14999     4     0    19    18    81   689
   139    43    87   262   468     2    57   120     4  1082    78    13
     8  7943  1068     5    79  2842    57     8  4324  2158     0    19
     6    34  1387     4     3   657    33 14999 14999     3  3169  7138
    35  1052   292     0  4225  2500   521   100     0   291    13  6069
     1     7   689     0    65     4    34  2984  2062     4  3768   613
   120     6  8105   100    24     6  7867    22  2530 13014    30     0
   129     4     0 14999   972     1   636     0    89   172     4     0
    19   689     0    65     4    26   527    16  3401     8  1062     0
   328  4252    26 14999     5  9450    26   120   100   108   627     1
    26   770     6   159    63  1782  7943     4     0    12  1702    36
    86   262  2114     4 14999     2  2909    18   238    26   527    16
  3401     6    14  1206  5542    14     8  1062     0    19     6 13035
   954    33    48     4     0   118  7459   153     1 10599 14999    35
    45     0   446   210    58    28     8   158    60     2   158   264
     3 14999    70    50    77   128     3    49  3099     4    26  2810
   115   544     1   259  2141    36     3 11283  9841     2  1427   520
     8 14999  1316    40   104  3741     0    19     6   133    34   620
  8175    16     0  7459   438    14    72    14    16     0  1582     4
  9871     0  1498     2  5371  1160     8     0  7459   835     1]",1
786,"[  413     9   119     9   140    29     4     0   170    78  6127     5
 14999    10    17    83     0  4460     4  8737    37   278    69    69
   369    20   135     9   232    10    95     1     8   797    67     7
    76 14999    14     3  1048    19    40     0    38     9   231    27
   496     7    18   204   148     9   140   453  9867  1264   154     9
   140    23   247    47    12     5  2292   278    12   359    15     0
    89   640  2870     1    44     9   117    23   119    11     0    17
     6   475  2453    71     0  1253   321     2    67     9    23   110
    48   806   112    48  3368   302     5    28  7971   535     9    58
    23    27   110     0  1905    15  2367     1     9   383 14999     1
   194    69     3  1001     1   328    75   223    47    12    15     0
  2274     1     7   709    11    31   186    78    18  1374   146  2940
  2367    25    83   923  2657     4  2274  4108  1374    33    62  9744
     1    88    21    77    69   352     9   138    76    83     0    52
  1536  4241     4   218    16   220   155    18  1193    12   164     5
  2336    69    33   757    69    48   625  1866     8  3856  9587     4
    31  4893     1 14999   618   185  4171     5    28  2367     1  1111
     6     0    63    63   670    11     9    94   349   128   842  4776
     0   153     1   845     3   871     1    47   153     1    20   383
     0   156    12  1625   345     1   658    58    28     3   447   128
   413  2759     0    17     6    53  1966    18    47  1488   123    11
    97     1     7    58    27    76     3   577   223     2   139     5
   356    44     0 14999   156    67    23  2364     5   995    34  4801
  1253  3005     8    10    17     1     9   461     5    66  2367    18
    13  1864     5    48   364   275   346     9    58    27   450     5
   349    59  2794  3592    22     1     0  5693   142   318    27 14999
     0    17   622   676  9078   184    15    55   113    18     3   169
     4   599     1    10    17     6 14999   435     0   217  1069     4
 14999     1     2     7   161    69  1151     1]",0
787,"[    8    10    17 11062 14999 10732   341 14999     2 14999    42  2563
    43     3   942   844     8   252   649     1    32   117    23   136
    11     0  1806   648    85     4 11062 14999 12734  5385     3   169
     4 14999   118  3499    42    16   983  1170    32   117    23   136
   235    43    52    73   251 14999 14999    33 11062 14999   292    63
   472     8 14999 14999     3   241     4 14999   669  1910   251 12306
     1   248    29    15    43   226     4  6488    32   117    23   369
   179   235    43     0 14999 12734    96    33   739  4442 14999  3340
 14999  4027  3548   739     4     0  1198  1784    35     6     3  2352
 14999     4 11062 14999     1    57   148     8   456     4    26 12734
    24     6     0 14999   834  6554  4494 14999     1   100 11062 14999
   973    24 14999     0  2620     4 14999  4554 14999  9930     5  4120
  4058     8   179    32   117    23   136   235    43 11062 14999  3950
    43  1178   435     3 14999    78  7291    35    13  5595    16 14999
    32   117    23   136   235    43     0    78     8    10  7291    11
    68   502    33 11062 14999 10732   341  7624     2  1277  3797  1784
    32   965    48  1983     8     3   352   614     8   614     5  2563
    32   117    23   136   235    43 14999  9325   835  1504    25    57
   148  5595    16    34 14999     8   614     5  3084     0  3479     2
 11062 14999  1573     8   614     5   741     0 14999    11    12   135
     9   369    20     1    10    17     6    42     3   169     4  1637
    40     3   199  2563     1]",0
788,"[    7    12   260     5   800    11   245    94   166    10   347    62
   512    44    32    27   110    90     4    62  2897    18     9   119
    11   443     6    53  9931     1     9    27   110    31     4    62
   471  2897    33   230     0   118     4    62   506  7489     2     9
   250    10    29     4    62  6981  1851     8     0   332    10    13
    96  3518     2  4569    96  2897     2    29   827     1    32    68
   542  1059     2    62  1367  4184  9374   533   381  2921    33  1797
    91   766  1306     1     8  1583    10    13     3    60     4 12922
    16     0   914     2  3518     1     9    58   136    10    13    34
  3002    11    64   117    23   167     1    14   279   317   299     7
   123    23   300     5    62  6472     1    98    74   701     2   113
     0   118   172     4    10    29    16    69     6     0  2213  7775
   697    15  3518    14  9157     0  4243     2     0    80  9391  3136
   678    43   240   506    44    20    64   180     5    66     0   872
    30    62    90  1543     2   157   811    46 14999    40 12754    36
     0   168   332    32    96    37   107  2897     8   141     3   347
    60    11     9   103    32    50    28  6044    16  1561    46     3
   170   348    93  2788  2897     1    32    96   139    38   105  3369
     1    53   170   530    16     0   674    96    30  1667    68  6288
  7675    18    39    25    48     1  5704  1444    69     2    59  4752
     0   423  1225     0 14999 14999   215     5   339    14  1962   833
   674     1    18    79    93   146     9   166   139   387     8    42
    43    31    62  2897     1   181     3  1878     8    59   291    44
    20    27   110     2   496    31    62    79  2897    93    33    31
   781   811    10    29    46    18     9    58    28  1650     5  2301
    11    10    29    13   348    93   878     5  3518     2  4569     1]",0
789,"[  988    45   238     5   874     3    17     7   403    21    97    30
   221   109  1977    43     1     2    10    29    13    55  1405     5
     0    78    30   988     5   194     3   833    65     5  3851     3
  1600  6753     1   794   259     9   117    23   962     5   664     7
     9   232 14999    33   150     7  9462     6  2452    56   148     2
    67     3   524     1   238   151    21  1723     0   524     5   143
    83     0  1596    85     4    48 11857  3170    96    33     0   798
     4     0  5389 14999     1    37   128    70   143   173     0   524
     6  9304     4   261     2  1547     0 14999     1   100     3 14999
   894    54     6  6122     2     0 14999     2  1818   423     8  9404
     1  5923    39     6   160     5   664   128     1   143   145     5
   125   449     1 11481     1]",0
790,"[  171    29   142    66    10    17    85   248    29     4   179     6
  1810     8    48    95     2     7   200   333   179   924    59   120
   209    21    14    75    14     9   197     7    13     2    87   620
     7     6     5  8749     3   509     8   357     1    39    25    37
   107    46    39     1     5   103    11     0    17    13   159   437
    22     3   147   389    96   179   103   840    43   120     2    87
     0   176    45     2   214    84    28     1  3127    18    11  4410
   151    21    27     5  1987   125   340     1    70    31    27     3
  1054     1   392   371    10    29     2   134    20   175    30     7
     9   205    38     5  1368     8     0  1395  5076     2   242 11732
   544 14999    33    21   205     1 14999   131    25    31    99    11
    25   437    22   120     2   194   179     3  3099     4   120     1]",1
791,"[    9   152    21   503     3    17    14    49    14     8     0   362
     4  1013    40    34   412     4    18     7   555    38    10    17
    13    96    16   251     2   117     3  1550   296    30   118     1
     0    49   177   403    21  5317     0   187    11     0   113    13
    31    98   705     2   153    67     5  1697    32    64   342    62
   118     9   103   144    62   399     4    75   224   708    62   244
  1078   102   101  2284     1    51     9   298     0    17     9   192
     0   540    11     9    67   110    90     4    10     8    79   124
    99     1     8     7    20    67   511  3139   199 10048   858   113
  1226   492     1   492    10    17    45   594  1264    14   521    14
    20    66   158   242   678    83     0  1662     5  5405    12   104
    20   119    35    12   514    31    10     2    31     0  4382    20
   175   108   353    20   849    98   549     5     0  1640    66     7
    36    59  1994   471   633     1    44     7    68    56     5    69
     2   266     7    12     3    49   149    11     7   209    21     9
    58 10521     0   113    38    10    89   803  3950     0   565     4
    41   582    85    54     6  1151     2  1398     4   491 12337     5
  5405    31     0    60     1]",0
792,"[    0    19    67    48  1416  1379     1   367    98   107    16    59
  1292     1     7   441    14   154     0   578   156    13  2672   254
     5    77   179     5   232     0  2591  1806     4    31     4    92
   102     1    23   276     3   170   212    18    31     4     0    60
     1    10     6     0   296     4   695    23   438     1     0  1510
     4     0  1100  1519    13    72  2364     2     9   496 14999 14999
    12   236    14     0  2763   418     1     9   441    14   154 14932
  7755    12   236    13 12342     1    41  3590     5   178   441   836
    14   154     0   156    68   254     5 14999     0  1375     4     0
    19   144    41  1908    12  2823     1     9    81    50    21   257
    11     3   156    50    97     0   387 14999 14999    83    34  1317
  1216     1     9   584   375     0  1054     4  1671   218  6937   132
   434   806     1    10     6     3  2960  2461   256   112     0  1671
   218   265    36    55   264 14999     5     0    19     2    40   112
     0  4065     4     0   611   232  6709  6942     1    11   299    39
     6     3 11766   483    43     0    19    11  7688     0  2340  3206
     2   691  1974    15  2596     1     7   123   995    34   837     4
  3206     2  4703     1   256    15     0  9472     4   387   847   806
    11  2021     0    19    36   592  6724 14999     7    15  1685     2
 14999  1407     1     9   234  2166   135     0   397   774    37 14999
     1    35   666    44    39    12     3   547     1    38    48   213
  1276    39    56     8     0  2516   992   179    47     5    82    40
   822     0   362    13     1   367    29     4     0    52  2179   370
    13     0   418  3329   340    36 14999    15     3   719     4  6030
     5 11899     5    26   313     9   140   708    56  3184    34 14999
  2075     1     3 14999  3434    15    48 10638   847     1     9    67
     5   545     0   438    30     0   871   921   360     7    13    31
    98    74     1]",0
